split,id,image_path,source_path,sha1,is_exact_anchor,dhash_min,dhash_similarity,face_count,mean,std,grad,min,max,risk_exact,risk_dhash,risk_grad,risk_face,bad_score,pred_e086,pred_e087,pred_e088
test,373,data\processed\exp_001_faces_224\test\373.png,data\raw\kul-computer-vision-ga-1-2026\test\test_373.npy,69175256328e015ee048b662eccfc710515596e6,0,26,0.59375,0,63.50199864498645,77.0088443443062,3.539274338409933,0.0,255.0,0.0,0.59375,0.8186370765832707,1.0,0.3415455614874906,1,1,1
test,920,data\processed\exp_001_faces_224\test\920.png,data\raw\kul-computer-vision-ga-1-2026\test\test_920.npy,393dc885e9f5af139153533491c244ff68cb48b8,0,10,0.84375,1,45.978959552094175,50.64755648704594,1.5218964562633932,0.0,246.0,0.0,0.84375,1.0,0.0,0.31875,0,0,0
test,190,data\processed\exp_001_faces_224\test\190.png,data\raw\kul-computer-vision-ga-1-2026\test\test_190.npy,1d82d21640f6f99a85658e0c22702f6a910a2b29,0,11,0.828125,1,45.14806060349331,50.03619137031326,1.434955402546743,0.0,247.0,0.0,0.828125,1.0,0.0,0.31562500000000004,0,0,0
test,406,data\processed\exp_001_faces_224\test\406.png,data\raw\kul-computer-vision-ga-1-2026\test\test_406.npy,a8e18fc18c7ab4edc3e450ec256af4b102193a28,0,15,0.765625,1,46.06218967013889,53.49291152885416,2.434191358977598,0.0,255.0,0.0,0.765625,1.0,0.0,0.303125,1,1,1
test,839,data\processed\exp_001_faces_224\test\839.png,data\raw\kul-computer-vision-ga-1-2026\test\test_839.npy,203efc95c92ace7378f582784caede717c2eca9f,0,17,0.734375,1,70.12971193415638,78.51755633092762,2.8419440554412017,0.0,255.0,0.0,0.734375,1.0,0.0,0.296875,0,0,0
test,1398,data\processed\exp_001_faces_224\test\1398.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1398.npy,5c7f1df0213131dfa863c549e65722aef72cf991,0,17,0.734375,1,43.277270781893,51.11930642758944,2.9569809453105664,0.0,255.0,0.0,0.734375,1.0,0.0,0.296875,2,2,2
test,1677,data\processed\exp_001_faces_224\test\1677.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1677.npy,e6a78bb4d4800894acc8cb1971d2bd1708fe1f82,0,17,0.734375,6,92.59285025145479,68.93577068363695,2.8105440672763233,0.0,255.0,0.0,0.734375,1.0,0.0,0.296875,0,0,0
test,1715,data\processed\exp_001_faces_224\test\1715.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1715.npy,5954f143106de2d05938f5a6b1856360a38e8d8a,0,17,0.734375,3,87.92970574632905,57.58157347710177,3.0838984165191103,0.0,255.0,0.0,0.734375,1.0,0.0,0.296875,0,0,0
test,160,data\processed\exp_001_faces_224\test\160.png,data\raw\kul-computer-vision-ga-1-2026\test\test_160.npy,bf8defff75e7757e7adddae40431e2e2af21d8d4,0,18,0.71875,1,43.9632190957191,65.25828354628632,2.541315797836762,0.0,255.0,0.0,0.71875,1.0,0.0,0.29375,1,1,1
test,1749,data\processed\exp_001_faces_224\test\1749.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1749.npy,fad9822e2acc13cdc30fe0a8c51e7e89325eab9d,0,18,0.71875,1,48.940353334316185,34.59037399142219,2.3887454160562207,0.0,255.0,0.0,0.71875,1.0,0.0,0.29375,1,1,1
test,64,data\processed\exp_001_faces_224\test\64.png,data\raw\kul-computer-vision-ga-1-2026\test\test_64.npy,aebc8b60a88e4a6d1da65d3fc906aefd05ee4221,0,19,0.703125,1,89.11433073722635,66.53009793105566,2.8839794710325375,0.0,248.0,0.0,0.703125,1.0,0.0,0.290625,0,0,0
test,1705,data\processed\exp_001_faces_224\test\1705.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1705.npy,1a80d31da026d88d75c06f329a6519e783152051,0,19,0.703125,1,47.54488833932854,59.0551270678391,2.18403728623501,0.0,255.0,0.0,0.703125,1.0,0.0,0.290625,1,1,1
test,14,data\processed\exp_001_faces_224\test\14.png,data\raw\kul-computer-vision-ga-1-2026\test\test_14.npy,69ef3e7350c2076a632c1c232503b35574ad4fd1,0,20,0.6875,1,132.006535778621,78.84862258273247,3.129043257549192,0.0,255.0,0.0,0.6875,1.0,0.0,0.2875,0,0,0
test,488,data\processed\exp_001_faces_224\test\488.png,data\raw\kul-computer-vision-ga-1-2026\test\test_488.npy,b2c7c8e4347a8c116b01a60731bf78d0d002c6d1,0,20,0.6875,4,103.48417843691149,69.26218815891362,3.127821853246296,2.0,255.0,0.0,0.6875,1.0,0.0,0.2875,0,0,0
test,533,data\processed\exp_001_faces_224\test\533.png,data\raw\kul-computer-vision-ga-1-2026\test\test_533.npy,3ad2939069965fb1036e5ee22ac51710e6366f78,0,20,0.6875,1,62.3297827903091,39.523878887535474,2.471775479733412,0.0,255.0,0.0,0.6875,1.0,0.0,0.2875,1,1,1
test,1026,data\processed\exp_001_faces_224\test\1026.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1026.npy,ddf557fad5b25bcb33b53761da21bb6b2e345861,0,20,0.6875,1,70.03168609306368,58.2553195480189,2.4177954733040092,0.0,255.0,0.0,0.6875,1.0,0.0,0.2875,1,1,1
test,682,data\processed\exp_001_faces_224\test\682.png,data\raw\kul-computer-vision-ga-1-2026\test\test_682.npy,e5463700f0fa62c151615b89196c068d8f333cd9,0,21,0.671875,1,53.98609293590209,55.25003856138363,2.792223203298041,0.0,255.0,0.0,0.671875,1.0,0.0,0.284375,2,2,2
test,1200,data\processed\exp_001_faces_224\test\1200.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1200.npy,6f18acae6cda0d21ba7957e2409f27d23b8fb802,0,21,0.671875,1,48.24476581183772,67.15321454729292,2.2128439954192216,0.0,255.0,0.0,0.671875,1.0,0.0,0.284375,2,2,2
test,1427,data\processed\exp_001_faces_224\test\1427.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1427.npy,3a83a36fa1b3ffb824ac03d115204048b4033571,0,21,0.671875,1,102.00544936157792,41.585014912151806,2.531112068528376,0.0,234.0,0.0,0.671875,1.0,0.0,0.284375,0,0,0
test,1773,data\processed\exp_001_faces_224\test\1773.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1773.npy,ed2163dbd2b63326af4e259ea126fd5bfc51a040,0,21,0.671875,1,28.041893760980898,49.88982770654672,1.5784819091534017,0.0,255.0,0.0,0.671875,1.0,0.0,0.284375,1,1,1
test,874,data\processed\exp_001_faces_224\test\874.png,data\raw\kul-computer-vision-ga-1-2026\test\test_874.npy,d1352b077a5d75c4ca27a488f46bbf8c6c2307dd,0,20,0.6875,1,42.38042472605314,64.01517143489306,3.3439696801263334,0.0,255.0,0.0,0.6875,0.972337644285795,0.0,0.28335064664286924,0,0,0
test,268,data\processed\exp_001_faces_224\test\268.png,data\raw\kul-computer-vision-ga-1-2026\test\test_268.npy,9fead67cf62ba9a717f4ebb1c06f1447a3cf7c29,0,18,0.71875,1,25.917237580128205,44.75529924196269,3.401954619523959,0.0,236.0,0.0,0.71875,0.9267047434531377,0.0,0.28275571151797063,2,2,2
test,25,data\processed\exp_001_faces_224\test\25.png,data\raw\kul-computer-vision-ga-1-2026\test\test_25.npy,06d73e114c89996a450385f3f5429bee409f4d4d,0,22,0.65625,1,66.49170303030303,70.12024549393699,3.2655690615196473,0.0,255.0,0.0,0.65625,1.0,0.0,0.28125,1,1,1
test,489,data\processed\exp_001_faces_224\test\489.png,data\raw\kul-computer-vision-ga-1-2026\test\test_489.npy,6a54f8fd7817e586c62097f82052b99910872d93,0,22,0.65625,1,24.53008808808809,36.067852328407795,2.4121574994423645,0.0,255.0,0.0,0.65625,1.0,0.0,0.28125,0,0,0
test,599,data\processed\exp_001_faces_224\test\599.png,data\raw\kul-computer-vision-ga-1-2026\test\test_599.npy,af51f1298f2be373e8dfddaa76acc8e6f9a04130,0,22,0.65625,1,84.2828354053354,63.50947255110129,2.9219976303204085,0.0,255.0,0.0,0.65625,1.0,0.0,0.28125,2,2,2
test,710,data\processed\exp_001_faces_224\test\710.png,data\raw\kul-computer-vision-ga-1-2026\test\test_710.npy,5e06cf99b42347cb9a7f592a6aaf915fe4d2bf95,0,22,0.65625,1,71.59489352302798,63.850243377919455,1.8234939181032175,0.0,255.0,0.0,0.65625,1.0,0.0,0.28125,1,1,1
test,1124,data\processed\exp_001_faces_224\test\1124.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1124.npy,c66820e4425d18e3b374d44ad6f00f97589c407d,0,22,0.65625,1,84.05696192059828,69.10798274657986,2.926019231275962,0.0,255.0,0.0,0.65625,1.0,0.0,0.28125,0,0,0
test,1298,data\processed\exp_001_faces_224\test\1298.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1298.npy,db72eac2886e6edfd804cbe535e3b41e8b3adf1e,0,22,0.65625,1,57.592908951794215,69.31102854961941,2.9418904533182864,0.0,255.0,0.0,0.65625,1.0,0.0,0.28125,2,2,2
test,1459,data\processed\exp_001_faces_224\test\1459.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1459.npy,886ee58f8f40717325ac511a85a754c7852b07e6,0,22,0.65625,3,86.75851504914004,70.78602573654068,2.502680155946622,0.0,255.0,0.0,0.65625,1.0,0.0,0.28125,0,0,0
test,1803,data\processed\exp_001_faces_224\test\1803.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1803.npy,94193f7b79741f42f7db2b4cf2512994d6cc9482,0,22,0.65625,2,121.24916336229927,83.27489761501491,2.6723008892023223,0.0,255.0,0.0,0.65625,1.0,0.0,0.28125,0,0,0
test,74,data\processed\exp_001_faces_224\test\74.png,data\raw\kul-computer-vision-ga-1-2026\test\test_74.npy,469e4b89a00b0a977b76985ac5598f101f03ca16,0,23,0.640625,1,101.60799950174389,90.38792025947431,3.1899108575286528,0.0,255.0,0.0,0.640625,1.0,0.0,0.278125,1,1,1
test,209,data\processed\exp_001_faces_224\test\209.png,data\raw\kul-computer-vision-ga-1-2026\test\test_209.npy,9d98a6e806642880e30e07558322ddf213d17336,0,23,0.640625,1,40.39575454287337,39.95936437145845,1.9452737719747377,0.0,255.0,0.0,0.640625,1.0,0.0,0.278125,1,1,1
test,602,data\processed\exp_001_faces_224\test\602.png,data\raw\kul-computer-vision-ga-1-2026\test\test_602.npy,819f861eb8b4514c29b9500b1f6ab2f5d2129bee,0,23,0.640625,1,69.22288312815657,47.43754489013934,2.738966113028831,0.0,255.0,0.0,0.640625,1.0,0.0,0.278125,2,2,2
test,866,data\processed\exp_001_faces_224\test\866.png,data\raw\kul-computer-vision-ga-1-2026\test\test_866.npy,f85edecc79d383d5bd8c0095de1c47cd6e7ee671,0,23,0.640625,2,45.34650848765432,58.90226156275742,3.2696227262740187,0.0,255.0,0.0,0.640625,1.0,0.0,0.278125,0,0,0
test,1326,data\processed\exp_001_faces_224\test\1326.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1326.npy,a64e15dad9f61d4ad61ecad6c5854e36e197e25c,0,23,0.640625,1,34.74327425373134,50.870433802938656,3.2176254402496824,0.0,255.0,0.0,0.640625,1.0,0.0,0.278125,0,0,0
test,1375,data\processed\exp_001_faces_224\test\1375.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1375.npy,d071a0b8680c468c7a9a6dba36d155ccb8d85071,0,23,0.640625,1,59.16876746960067,34.017937489121245,2.802632956704418,0.0,251.0,0.0,0.640625,1.0,0.0,0.278125,1,1,1
test,1584,data\processed\exp_001_faces_224\test\1584.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1584.npy,454d26a9898c49aba8b31c29a6b2eb22748f01c9,0,23,0.640625,2,66.1080218571801,67.1432872094111,2.902253003706672,0.0,255.0,0.0,0.640625,1.0,0.0,0.278125,0,0,0
test,126,data\processed\exp_001_faces_224\test\126.png,data\raw\kul-computer-vision-ga-1-2026\test\test_126.npy,67692cb108106b1d6ffc195a9e28ef9d71791e67,0,24,0.625,1,100.3834136594061,79.85422454958085,3.1341030010891844,0.0,255.0,0.0,0.625,1.0,0.0,0.275,0,0,0
test,362,data\processed\exp_001_faces_224\test\362.png,data\raw\kul-computer-vision-ga-1-2026\test\test_362.npy,7e72f7b924b88d60b69cb17a6c68fa3b0ae12ed7,0,24,0.625,1,41.370894004282654,43.89531494652122,3.1856690420624796,0.0,255.0,0.0,0.625,1.0,0.0,0.275,0,0,0
test,453,data\processed\exp_001_faces_224\test\453.png,data\raw\kul-computer-vision-ga-1-2026\test\test_453.npy,f797f1316656c13fa740299571443ee091e44d52,0,24,0.625,1,63.53378932599428,60.637547468660514,3.244696290644742,0.0,255.0,0.0,0.625,1.0,0.0,0.275,2,2,2
test,490,data\processed\exp_001_faces_224\test\490.png,data\raw\kul-computer-vision-ga-1-2026\test\test_490.npy,9732844d5f4ec7fa0f0c14acd8dff10b74013946,0,24,0.625,1,149.48682443957114,70.80025872562285,2.0307995981362756,0.0,255.0,0.0,0.625,1.0,0.0,0.275,0,0,1
test,580,data\processed\exp_001_faces_224\test\580.png,data\raw\kul-computer-vision-ga-1-2026\test\test_580.npy,b64875a0814ab449fc539ccbf4049ab021fa1817,0,24,0.625,1,134.44148383445258,63.508150103808404,1.790693892295171,0.0,255.0,0.0,0.625,1.0,0.0,0.275,0,0,0
test,746,data\processed\exp_001_faces_224\test\746.png,data\raw\kul-computer-vision-ga-1-2026\test\test_746.npy,03c20df89e414d0bfd96f5f342e0f37964224be8,0,24,0.625,1,85.50004755434783,50.82125399215071,2.293493779901924,0.0,255.0,0.0,0.625,1.0,0.0,0.275,0,0,0
test,1014,data\processed\exp_001_faces_224\test\1014.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1014.npy,8373f98363f4df63869b4918721a88472731a6d6,0,24,0.625,1,97.71514608940252,82.58103473106816,0.7091616411549437,0.0,255.0,0.0,0.625,1.0,0.0,0.275,1,1,1
test,1041,data\processed\exp_001_faces_224\test\1041.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1041.npy,c17024fb589ae5a3a56c715bc2ed730143ebb517,0,24,0.625,4,56.847509144947416,58.26976509773765,3.23743971138022,2.0,255.0,0.0,0.625,1.0,0.0,0.275,0,0,0
test,1280,data\processed\exp_001_faces_224\test\1280.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1280.npy,89f377e768fe38d2f30f1be04dee218ec7562abc,0,24,0.625,3,60.30285135135135,47.56540626496402,2.325527675492482,0.0,251.0,0.0,0.625,1.0,0.0,0.275,1,1,1
test,1397,data\processed\exp_001_faces_224\test\1397.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1397.npy,b7244c813157618b7a36e25ee760facf7ac4f77a,0,24,0.625,1,155.87317901234567,59.718767766388616,3.041365585072608,0.0,255.0,0.0,0.625,1.0,0.0,0.275,0,0,0
test,1669,data\processed\exp_001_faces_224\test\1669.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1669.npy,dfc787ae7fdb1f6cd68fe149bc9d8e02ea22933e,0,24,0.625,1,30.78687176052647,39.425548639898985,3.0068079150645355,0.0,255.0,0.0,0.625,1.0,0.0,0.275,1,1,1
test,1716,data\processed\exp_001_faces_224\test\1716.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1716.npy,b64875a0814ab449fc539ccbf4049ab021fa1817,0,24,0.625,1,134.44148383445258,63.508150103808404,1.790693892295171,0.0,255.0,0.0,0.625,1.0,0.0,0.275,0,0,0
test,16,data\processed\exp_001_faces_224\test\16.png,data\raw\kul-computer-vision-ga-1-2026\test\test_16.npy,58934581e0e158d78069c4b7a1cc837cdcb0c081,0,25,0.609375,1,71.9515359168242,41.4623972845003,2.294341131309304,0.0,250.0,0.0,0.609375,1.0,0.0,0.271875,1,1,1
test,430,data\processed\exp_001_faces_224\test\430.png,data\raw\kul-computer-vision-ga-1-2026\test\test_430.npy,ecdb76af3e1fdf45ebb737e2a29d5dbc8027300e,0,25,0.609375,1,55.03685590380446,35.55825678992575,1.6326748624519294,0.0,255.0,0.0,0.609375,1.0,0.0,0.271875,1,1,1
test,779,data\processed\exp_001_faces_224\test\779.png,data\raw\kul-computer-vision-ga-1-2026\test\test_779.npy,3fbcea45522e97848b66ca256b541aa936ea3e1b,0,25,0.609375,1,71.84009609325771,72.34292183108302,2.3795814783240186,0.0,255.0,0.0,0.609375,1.0,0.0,0.271875,0,0,0
test,810,data\processed\exp_001_faces_224\test\810.png,data\raw\kul-computer-vision-ga-1-2026\test\test_810.npy,0d375c043c0c95ba32560cd4af80a0f47bfd9c7b,0,25,0.609375,1,77.50887612951807,67.41712623412646,3.163055677957825,0.0,255.0,0.0,0.609375,1.0,0.0,0.271875,0,0,0
test,851,data\processed\exp_001_faces_224\test\851.png,data\raw\kul-computer-vision-ga-1-2026\test\test_851.npy,aa23f48432022d09a635f4e0e0055ffdb21b23dc,0,25,0.609375,1,160.07582843020555,81.11955241617781,3.219197848060777,0.0,255.0,0.0,0.609375,1.0,0.0,0.271875,0,0,0
test,876,data\processed\exp_001_faces_224\test\876.png,data\raw\kul-computer-vision-ga-1-2026\test\test_876.npy,9bbe5b1a8bd1ef1f7fb1e128de0667613e1dc4f9,0,25,0.609375,1,71.91119775257299,41.50241290379103,2.148615657378943,0.0,241.0,0.0,0.609375,1.0,0.0,0.271875,1,1,1
test,908,data\processed\exp_001_faces_224\test\908.png,data\raw\kul-computer-vision-ga-1-2026\test\test_908.npy,6fbf5507804b459e1656acd8265d1387ca98c256,0,25,0.609375,1,47.872442810457514,55.36785199661399,3.0661012979035602,0.0,255.0,0.0,0.609375,1.0,0.0,0.271875,0,0,0
test,941,data\processed\exp_001_faces_224\test\941.png,data\raw\kul-computer-vision-ga-1-2026\test\test_941.npy,da6b718d1af3c8b4debf0793ae0c8f10ba75d0bf,0,25,0.609375,1,66.13918598629701,39.5006541719893,1.8895151379231383,0.0,235.0,0.0,0.609375,1.0,0.0,0.271875,1,1,1
test,1736,data\processed\exp_001_faces_224\test\1736.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1736.npy,12d302a9f1d3917b92afca33da4eb5b3ea8d9a08,0,23,0.640625,1,75.80809685841466,68.0209824808834,3.364372769991161,0.0,255.0,0.0,0.640625,0.9562808511572056,0.0,0.2715671276735808,2,2,2
test,442,data\processed\exp_001_faces_224\test\442.png,data\raw\kul-computer-vision-ga-1-2026\test\test_442.npy,0fab76bea4dfb88423f99475fcd3d3aab660db52,0,29,0.546875,0,99.38170286991999,66.41582062462528,4.069461701299212,0.0,255.0,0.0,0.546875,0.4013910191622766,1.0,0.2695836528743415,0,0,0
test,342,data\processed\exp_001_faces_224\test\342.png,data\raw\kul-computer-vision-ga-1-2026\test\test_342.npy,786e90a959d59a4263d874acd71bf6bf42de4ade,0,26,0.59375,1,89.87579830706363,68.90638950975789,2.325607670347118,0.0,255.0,0.0,0.59375,1.0,0.0,0.26875,0,0,0
test,415,data\processed\exp_001_faces_224\test\415.png,data\raw\kul-computer-vision-ga-1-2026\test\test_415.npy,1a7af958e3915030699a71e410028983f985c8b7,0,26,0.59375,1,67.53832892416226,67.306301668547,2.28457281322365,0.0,255.0,0.0,0.59375,1.0,0.0,0.26875,2,2,2
test,607,data\processed\exp_001_faces_224\test\607.png,data\raw\kul-computer-vision-ga-1-2026\test\test_607.npy,ddfb409423486e8506f2c4737fb95c73375b5fac,0,26,0.59375,1,126.83395626748029,72.20849488862773,2.145861389476091,0.0,255.0,0.0,0.59375,1.0,0.0,0.26875,1,1,1
test,728,data\processed\exp_001_faces_224\test\728.png,data\raw\kul-computer-vision-ga-1-2026\test\test_728.npy,7b0ea5ae34f5855764dca95c24760baef928bd63,0,26,0.59375,5,81.17263020833333,68.49614048659375,2.2870436633169247,0.0,255.0,0.0,0.59375,1.0,0.0,0.26875,0,0,0
test,750,data\processed\exp_001_faces_224\test\750.png,data\raw\kul-computer-vision-ga-1-2026\test\test_750.npy,1e286b928bc49e6d399c4c1d87cc98bf40977353,0,26,0.59375,1,94.72008453159042,68.29023540831862,2.5010549464012257,0.0,241.0,0.0,0.59375,1.0,0.0,0.26875,0,0,0
test,973,data\processed\exp_001_faces_224\test\973.png,data\raw\kul-computer-vision-ga-1-2026\test\test_973.npy,6d5faa7630766f95788e3d50c82c39620671ed47,0,26,0.59375,1,40.98348748882931,65.05049064904836,2.2225364480388974,0.0,255.0,0.0,0.59375,1.0,0.0,0.26875,1,1,1
test,1791,data\processed\exp_001_faces_224\test\1791.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1791.npy,786e90a959d59a4263d874acd71bf6bf42de4ade,0,26,0.59375,1,89.87579830706363,68.90638950975789,2.325607670347118,0.0,255.0,0.0,0.59375,1.0,0.0,0.26875,0,0,0
test,1442,data\processed\exp_001_faces_224\test\1442.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1442.npy,752b0651c28c298569462d308137fac9b90d02a0,0,23,0.640625,1,87.6049240681086,74.02986829070194,3.3924769010220848,0.0,255.0,0.0,0.640625,0.9341635041763331,0.0,0.26824952562645,0,0,1
test,612,data\processed\exp_001_faces_224\test\612.png,data\raw\kul-computer-vision-ga-1-2026\test\test_612.npy,992a5eab899514d48fa57ab4e8d0e3fea176b11b,0,27,0.578125,0,131.112916,68.54898968847229,4.135741482965932,0.0,255.0,0.0,0.578125,0.3492302557739227,1.0,0.26800953836608843,0,0,0
test,1094,data\processed\exp_001_faces_224\test\1094.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1094.npy,96d25cbd88150348790d1489a5755dc7f3517d0a,0,17,0.734375,1,31.151473765432097,50.048998323318344,3.553904021881814,0.0,255.0,0.0,0.734375,0.8071238301778975,0.0,0.2679435745266846,0,0,0
test,587,data\processed\exp_001_faces_224\test\587.png,data\raw\kul-computer-vision-ga-1-2026\test\test_587.npy,16390f0b5e447896b86652a9f3dbbac74f2fd9fe,0,24,0.625,1,95.57491108753977,62.67532228964004,3.369912142046617,0.0,255.0,0.0,0.625,0.9519214844266755,0.0,0.2677882226640013,0,0,0
test,786,data\processed\exp_001_faces_224\test\786.png,data\raw\kul-computer-vision-ga-1-2026\test\test_786.npy,956783679b6fe1b3a310fa9b2e77e520f01eab41,0,15,0.765625,1,88.7767241278526,80.32352778740511,3.6166809246363743,0.0,255.0,0.0,0.765625,0.7577197571937747,0.0,0.2667829635790662,1,1,1
test,183,data\processed\exp_001_faces_224\test\183.png,data\raw\kul-computer-vision-ga-1-2026\test\test_183.npy,6f00c8c31550e021af73ed5e7c371458958ade2d,0,24,0.625,1,77.72578984287317,61.79141552817863,3.384997790807382,0.0,255.0,0.0,0.625,0.9400494031406083,0.0,0.2660074104710912,0,0,0
test,37,data\processed\exp_001_faces_224\test\37.png,data\raw\kul-computer-vision-ga-1-2026\test\test_37.npy,f9bec56334b303d9c19359b353cdb4245661f742,0,26,0.59375,1,142.2058033033033,87.4069854886757,3.3336872463663183,0.0,255.0,0.0,0.59375,0.9804296986185853,0.0,0.2658144547927878,0,0,0
test,49,data\processed\exp_001_faces_224\test\49.png,data\raw\kul-computer-vision-ga-1-2026\test\test_49.npy,66e3aa6a7164e1b3fdd1fb4574ed1dfcf7755e35,0,27,0.578125,1,59.96896806896807,63.81751718817009,3.0538519565775886,0.0,255.0,0.0,0.578125,1.0,0.0,0.265625,0,0,0
test,223,data\processed\exp_001_faces_224\test\223.png,data\raw\kul-computer-vision-ga-1-2026\test\test_223.npy,11dfc8c0ff6ade46d61c83cced22a52f1f0bca5b,0,27,0.578125,1,117.47462894515253,81.40807386299717,2.3815139227462305,0.0,255.0,0.0,0.578125,1.0,0.0,0.265625,0,0,0
test,229,data\processed\exp_001_faces_224\test\229.png,data\raw\kul-computer-vision-ga-1-2026\test\test_229.npy,af88fd2d4a342ec0738311812cdd352d15e9cbb8,0,27,0.578125,1,109.84845466618376,55.35307273898317,3.123719459551256,0.0,255.0,0.0,0.578125,1.0,0.0,0.265625,2,2,2
test,375,data\processed\exp_001_faces_224\test\375.png,data\raw\kul-computer-vision-ga-1-2026\test\test_375.npy,ec3f294049c6475d2efeb89de296db7fe39f968e,0,27,0.578125,1,117.38405015797788,81.28099197198624,3.106634213341589,0.0,255.0,0.0,0.578125,1.0,0.0,0.265625,0,0,0
test,419,data\processed\exp_001_faces_224\test\419.png,data\raw\kul-computer-vision-ga-1-2026\test\test_419.npy,d65acd1b14fb934696dcd14e56f5d3b17c898d5e,0,27,0.578125,1,74.17498394595566,72.96952391089012,1.7639554340396484,5.0,255.0,0.0,0.578125,1.0,0.0,0.265625,0,0,0
